pair common_neigh jaccard pref_attach adamic sp_3 class
1-104 1 0.007407407407407408 1815 0.2119318086698044 83.0 0
1-106 2 0.05128205128205128 390 0.6076416716531761 37.0 0
1-108 1 0.007518796992481203 1785 0.2119318086698044 94.0 0
1-110 1 0.005376344086021506 2580 0.2119318086698044 40.0 0
1-112 1 0.006578947368421052 2070 0.2119318086698044 81.0 0
1-113 0 0.0 1305 0 50.0 0
1-115 0 0.0 30 0 1.0 0
1-116 0 0.0 1485 0 17.0 0
1-117 1 0.009900990099009901 1305 0.40242960438184466 55.0 0
1-119 0 0.0 2790 0 43.0 0
1-120 1 0.006493506493506494 2100 0.2119318086698044 40.0 0
1-121 0 0.0 2055 0 26.0 0
1-124 0 0.0 555 0 35.0 0
1-126 0 0.0 1395 0 12.0 0
1-127 0 0.0 1365 0 38.0 0
1-129 0 0.0 210 0 1.0 0
1-130 0 0.0 405 0 20.0 0
1-131 1 0.009259259259259259 1410 0.2119318086698044 34.0 0
1-133 0 0.0 195 0 3.0 0
1-137 0 0.0 180 0 11.0 0
1-138 0 0.0 135 0 10.0 0
1-139 0 0.0 465 0 4.0 0
1-141 0 0.0 1440 0 18.0 0
1-142 0 0.0 945 0 26.0 0
1-143 3 0.1111111111111111 225 1.019490891324855 58.0 0
1-144 0 0.0 255 0 6.0 0
1-145 0 0.0 660 0 13.0 0
1-148 0 0.0 135 0 1.0 0
1-149 0 0.0 2940 0 33.0 0
1-150 0 0.0 330 0 7.0 0
1-151 0 0.0 1185 0 26.0 0
1-152 0 0.0 420 0 3.0 0
1-155 3 0.10344827586206896 255 0.9140354913163805 54.0 0
1-156 2 0.034482758620689655 675 0.6170612869430103 47.0 0
1-157 0 0.0 870 0 27.0 0
1-160 0 0.0 2910 0 48.0 0
1-163 1 0.021739130434782608 480 0.2119318086698044 30.0 0
1-164 0 0.0 315 0 1.0 0
1-167 0 0.0 30 0 1.0 0
1-169 2 0.024096385542168676 1050 0.5812011817386594 68.0 0
1-170 0 0.0 3465 0 48.0 0
1-171 0 0.0 810 0 15.0 0
1-172 0 0.0 1485 0 36.0 0
1-173 0 0.0 225 0 2.0 0
1-175 0 0.0 885 0 22.0 0
1-178 0 0.0 1005 0 34.0 0
1-179 0 0.0 1350 0 27.0 0
1-182 0 0.0 435 0 5.0 0
1-186 0 0.0 1050 0 8.0 0
1-187 1 0.010869565217391304 1170 0.2119318086698044 55.0 0
1-188 0 0.0 690 0 7.0 0
1-189 0 0.0 1200 0 19.0 0
1-191 0 0.0 15 0 1.0 0
1-193 1 0.007518796992481203 1785 0.2119318086698044 57.0 0
1-194 0 0.0 240 0 7.0 0
1-196 0 0.0 1305 0 31.0 0
1-197 1 0.029411764705882353 300 0.35295612386476116 25.0 0
1-200 0 0.0 690 0 15.0 0
1-201 0 0.0 825 0 38.0 0
1-203 0 0.0 1560 0 12.0 0
1-207 0 0.0 630 0 7.0 0
1-208 1 0.05263157894736842 75 0.3459762562611936 17.0 0
1-209 0 0.0 45 0 1.0 0
1-212 0 0.0 825 0 9.0 0
1-217 0 0.0 705 0 6.0 0
1-219 0 0.0 300 0 6.0 0
1-220 1 0.047619047619047616 105 0.35295612386476116 8.0 0
1-221 0 0.0 450 0 15.0 0
1-226 0 0.0 825 0 11.0 0
1-227 0 0.0 1695 0 17.0 0
1-228 0 0.0 570 0 7.0 0
1-231 0 0.0 1650 0 18.0 0
1-232 0 0.0 1320 0 42.0 0
1-233 0 0.0 375 0 8.0 0
1-236 0 0.0 1530 0 32.0 0
1-237 0 0.0 465 0 7.0 0
1-241 0 0.0 450 0 2.0 0
1-243 0 0.0 765 0 10.0 0
1-244 0 0.0 300 0 1.0 0
1-247 0 0.0 285 0 2.0 0
1-248 0 0.0 60 0 1.0 0
1-249 0 0.0 60 0 1.0 0
1-252 0 0.0 1335 0 15.0 0
1-253 0 0.0 660 0 10.0 0
1-255 1 0.008771929824561403 1500 0.2119318086698044 43.0 0
1-256 2 0.0136986301369863 1995 0.5812011817386594 76.0 0
1-257 0 0.0 870 0 6.0 0
1-258 0 0.0 2160 0 27.0 0
1-262 0 0.0 195 0 14.0 0
1-264 0 0.0 135 0 5.0 0
1-265 0 0.0 1950 0 26.0 0
1-266 0 0.0 1935 0 40.0 0
1-267 1 0.01694915254237288 675 0.2119318086698044 37.0 0
1-270 0 0.0 1080 0 29.0 0
1-271 0 0.0 165 0 16.0 0
1-273 0 0.0 1755 0 51.0 0
1-275 0 0.0 45 0 1.0 0
1-276 0 0.0 1455 0 42.0 0
1-278 0 0.0 1125 0 71.0 0
1-279 1 0.007633587786259542 1755 0.2119318086698044 60.0 0
1-281 2 0.03333333333333333 705 0.4830168393516212 64.0 0
1-282 0 0.0 465 0 25.0 0
1-285 0 0.0 375 0 12.0 0
1-286 0 0.0 900 0 18.0 0
1-289 0 0.0 105 0 1.0 0
1-290 0 0.0 2100 0 45.0 0
1-292 0 0.0 300 0 1.0 0
1-293 0 0.0 1650 0 27.0 0
1-294 0 0.0 600 0 13.0 0
1-295 1 0.006172839506172839 2220 0.2119318086698044 83.0 0
1-297 1 0.009523809523809525 1365 0.2969742043733701 74.0 0
1-298 0 0.0 105 0 1.0 0
1-301 0 0.0 105 0 1.0 0
1-304 0 0.0 1035 0 19.0 0
1-305 1 0.03225806451612903 255 0.35295612386476116 27.0 0
1-306 0 0.0 525 0 5.0 0
1-307 0 0.0 135 0 2.0 0
1-308 0 0.0 645 0 6.0 0
1-311 0 0.0 315 0 4.0 0
1-312 0 0.0 75 0 3.0 0
1-313 0 0.0 930 0 13.0 0
1-314 1 0.0072992700729927005 1845 0.2119318086698044 61.0 0
1-317 0 0.0 1620 0 39.0 0
1-318 0 0.0 60 0 8.0 0
1-319 1 0.008547008547008548 1545 0.2119318086698044 44.0 0
1-320 0 0.0 285 0 8.0 0
1-321 0 0.0 195 0 4.0 0
1-323 0 0.0 735 0 22.0 0
1-326 0 0.0 1365 0 22.0 0
1-327 1 0.006944444444444444 1950 0.2119318086698044 58.0 0
1-331 1 0.00980392156862745 1320 0.2119318086698044 56.0 0
1-332 0 0.0 1185 0 20.0 0
1-334 0 0.0 645 0 2.0 0
1-335 0 0.0 660 0 8.0 0
1-337 0 0.0 30 0 1.0 0
1-339 0 0.0 1080 0 9.0 0
1-342 2 0.045454545454545456 465 0.6076416716531761 54.0 0
1-343 0 0.0 30 0 3.0 0
1-344 0 0.0 570 0 14.0 0
1-347 0 0.0 915 0 12.0 0
1-349 0 0.0 1320 0 24.0 0
1-350 0 0.0 405 0 1.0 0
1-351 0 0.0 1365 0 17.0 0
1-352 1 0.010869565217391304 1170 0.2119318086698044 67.0 0
1-353 0 0.0 225 0 2.0 0
1-355 0 0.0 705 0 14.0 0
1-356 0 0.0 1845 0 43.0 0
1-357 0 0.0 780 0 14.0 0
1-358 0 0.0 1590 0 17.0 0
1-361 0 0.0 1245 0 25.0 0
1-362 0 0.0 1935 0 82.0 0
1-363 0 0.0 195 0 6.0 0
1-364 0 0.0 1380 0 10.0 0
1-365 0 0.0 615 0 6.0 0
1-369 1 0.02857142857142857 315 0.2710850306818168 25.0 0
1-370 0 0.0 300 0 2.0 0
1-373 0 0.0 420 0 2.0 0
1-374 0 0.0 690 0 18.0 0
1-377 3 0.061224489795918366 555 0.963037543204204 59.0 0
1-378 0 0.0 1095 0 15.0 0
1-381 0 0.0 45 0 1.0 0
1-383 0 0.0 1530 0 24.0 0
1-385 1 0.006993006993006993 1935 0.2119318086698044 67.0 0
1-386 0 0.0 3210 0 68.0 0
1-387 0 0.0 2415 0 25.0 0
1-389 0 0.0 1365 0 25.0 0
1-390 0 0.0 195 0 2.0 0
1-392 0 0.0 135 0 1.0 0
1-393 0 0.0 465 0 6.0 0
1-394 0 0.0 870 0 9.0 0
1-395 0 0.0 360 0 8.0 0
1-396 2 0.044444444444444446 480 0.6170612869430103 45.0 0
1-397 0 0.0 90 0 2.0 0
1-398 0 0.0 1605 0 39.0 0
1-399 2 0.09523809523809523 120 0.6170612869430103 35.0 0
1-401 0 0.0 2115 0 52.0 0
1-403 0 0.0 135 0 1.0 0
1-405 0 0.0 60 0 1.0 0
1-406 1 0.043478260869565216 135 0.3459762562611936 18.0 0
1-407 0 0.0 1680 0 27.0 0
1-408 0 0.0 165 0 4.0 0
1-411 3 0.08823529411764706 330 0.963037543204204 59.0 0
1-412 0 0.0 120 0 1.0 0
1-414 0 0.0 135 0 3.0 0
1-416 1 0.006666666666666667 2040 0.2119318086698044 84.0 0
1-417 0 0.0 3660 0 58.0 0
1-419 0 0.0 420 0 7.0 0
1-420 0 0.0 390 0 7.0 0
1-421 0 0.0 1200 0 28.0 0
1-422 0 0.0 1320 0 31.0 0
1-423 0 0.0 1815 0 26.0 0
1-425 0 0.0 990 0 24.0 0
1-427 0 0.0 1260 0 34.0 0
1-428 0 0.0 1905 0 36.0 0
1-429 0 0.0 210 0 3.0 0
1-431 0 0.0 1440 0 23.0 0
1-433 0 0.0 1980 0 53.0 0
1-434 0 0.0 1830 0 32.0 0
1-438 0 0.0 1485 0 23.0 0
1-439 1 0.010638297872340425 1200 0.2119318086698044 57.0 0
1-440 0 0.0 465 0 1.0 0
1-442 0 0.0 1380 0 9.0 0
1-446 0 0.0 1770 0 39.0 0
1-447 0 0.0 105 0 2.0 0
1-449 0 0.0 810 0 14.0 0
1-451 1 0.022727272727272728 450 0.3459762562611936 30.0 0
1-452 0 0.0 2235 0 20.0 0
1-453 0 0.0 1620 0 37.0 0
1-454 0 0.0 285 0 11.0 0
1-456 0 0.0 150 0 9.0 0
1-458 0 0.0 2265 0 26.0 0
1-460 0 0.0 420 0 14.0 0
1-466 0 0.0 1725 0 15.0 0
1-467 1 0.00847457627118644 1560 0.35295612386476116 24.0 0
1-468 0 0.0 915 0 7.0 0
1-470 0 0.0 660 0 10.0 0
1-474 0 0.0 150 0 8.0 0
1-477 0 0.0 1200 0 27.0 0
1-480 0 0.0 120 0 1.0 0
1-487 0 0.0 2070 0 74.0 0
1-490 0 0.0 105 0 3.0 0
1-503 0 0.0 1695 0 25.0 0
1-507 0 0.0 1080 0 23.0 0
1-509 0 0.0 795 0 26.0 0
1-511 0 0.0 1500 0 25.0 0
1-514 0 0.0 435 0 3.0 0
1-515 0 0.0 1125 0 9.0 0
1-516 0 0.0 1680 0 17.0 0
1-517 2 0.05128205128205128 390 0.6170612869430103 44.0 0
1-518 0 0.0 915 0 14.0 0
1-520 0 0.0 1215 0 6.0 0
1-525 0 0.0 1200 0 11.0 0
1-527 0 0.0 1035 0 7.0 0
1-528 0 0.0 120 0 20.0 0
1-529 0 0.0 555 0 3.0 0
1-532 0 0.0 45 0 1.0 0
1-533 3 0.0967741935483871 285 0.8787267023349927 61.0 0
1-535 0 0.0 1050 0 58.0 0
1-536 0 0.0 1965 0 49.0 0
1-552 0 0.0 1230 0 19.0 0
1-557 0 0.0 1080 0 20.0 0
1-558 1 0.009615384615384616 1350 0.2119318086698044 51.0 0
1-559 0 0.0 1275 0 20.0 0
1-562 0 0.0 780 0 9.0 0
1-563 0 0.0 315 0 5.0 0
1-565 0 0.0 135 0 6.0 0
1-566 0 0.0 30 0 2.0 0
1-567 1 0.04 165 0.3459762562611936 20.0 0
1-568 1 0.034482758620689655 225 0.3459762562611936 21.0 0
1-569 0 0.0 165 0 9.0 0
1-570 0 0.0 135 0 8.0 0
1-571 0 0.0 30 0 1.0 0
1-573 1 0.0625 30 0.3459762562611936 14.0 0
1-574 3 0.15 120 1.0513557688462623 44.0 0
1-575 0 0.0 60 0 4.0 0
1-576 1 0.0625 30 0.2119318086698044 5.0 0
1-577 0 0.0 165 0 9.0 0
1-579 5 0.11904761904761904 480 1.57067921485738 89.0 0
1-581 0 0.0 165 0 2.0 0
1-582 0 0.0 945 0 22.0 0
1-584 0 0.0 375 0 1.0 0
1-586 0 0.0 375 0 1.0 0
1-589 0 0.0 60 0 5.0 0
1-590 3 0.10344827586206896 255 0.9605977955179372 26.0 0
1-591 1 0.043478260869565216 135 0.35295612386476116 12.0 0
1-594 0 0.0 300 0 19.0 0
1-595 1 0.037037037037037035 195 0.40242960438184466 21.0 0
1-596 1 0.029411764705882353 300 0.35295612386476116 24.0 0
1-597 1 0.04 165 0.40242960438184466 15.0 0
1-599 0 0.0 225 0 5.0 0
1-600 0 0.0 105 0 1.0 0
1-601 0 0.0 1845 0 23.0 0
1-603 2 0.012195121951219513 2265 0.5648879325345656 70.0 0
1-604 1 0.014705882352941176 810 0.2969742043733701 54.0 0
1-605 0 0.0 2010 0 43.0 0
1-606 0 0.0 825 0 49.0 0
1-607 0 0.0 1275 0 51.0 0
1-608 1 0.009259259259259259 1410 0.2119318086698044 37.0 0
1-609 0 0.0 2250 0 77.0 0
1-610 1 0.00510204081632653 2730 0.2119318086698044 83.0 0
1-611 1 0.01282051282051282 960 0.2119318086698044 57.0 0
1-612 1 0.0053475935828877 2595 0.2119318086698044 70.0 0
1-613 1 0.014084507042253521 855 0.2119318086698044 54.0 0
1-614 0 0.0 1815 0 48.0 0
1-615 1 0.0058823529411764705 2340 0.2119318086698044 105.0 0
1-616 1 0.01020408163265306 1260 0.2119318086698044 50.0 0
1-617 1 0.006666666666666667 2040 0.2119318086698044 66.0 0
1-618 1 0.011235955056179775 1125 0.2119318086698044 53.0 0
1-619 1 0.017543859649122806 645 0.2119318086698044 39.0 0
1-620 0 0.0 330 0 12.0 0
1-621 1 0.007194244604316547 1875 0.2119318086698044 79.0 0
1-622 0 0.0 1455 0 28.0 0
1-623 1 0.009009009009009009 1455 0.2119318086698044 86.0 0
1-624 1 0.008928571428571428 1470 0.2119318086698044 83.0 0
1-625 0 0.0 1800 0 15.0 0
1-626 1 0.006134969325153374 2235 0.2119318086698044 76.0 0
1-627 1 0.0049261083743842365 2835 0.2119318086698044 50.0 0
1-628 1 0.0053475935828877 2595 0.2119318086698044 65.0 0
1-629 0 0.0 1950 0 30.0 0
1-630 0 0.0 1785 0 36.0 0
1-631 1 0.008064516129032258 1650 0.2969742043733701 78.0 0
1-632 0 0.0 1155 0 35.0 0
1-633 1 0.00411522633744856 3435 0.2119318086698044 74.0 0
1-634 1 0.010416666666666666 1230 0.2119318086698044 48.0 0
1-635 1 0.003787878787878788 3750 0.2119318086698044 107.0 0
1-636 0 0.0 2175 0 36.0 0
1-637 1 0.008333333333333333 1590 0.2119318086698044 29.0 0
1-638 1 0.008 1665 0.2119318086698044 36.0 0
1-639 1 0.005917159763313609 2325 0.2119318086698044 35.0 0
1-640 1 0.007142857142857143 1890 0.2119318086698044 60.0 0
1-641 0 0.0 1230 0 25.0 0
1-642 0 0.0 915 0 16.0 0
1-643 1 0.007751937984496124 1725 0.2119318086698044 51.0 0
1-644 0 0.0 2235 0 32.0 0
1-645 0 0.0 1470 0 32.0 0
1-646 0 0.0 1230 0 39.0 0
1-647 0 0.0 1485 0 24.0 0
1-648 0 0.0 975 0 41.0 0
1-649 1 0.009259259259259259 1410 0.2119318086698044 59.0 0
1-650 3 0.02459016393442623 1650 0.9601243634286106 113.0 0
1-651 0 0.0 1950 0 30.0 0
1-652 1 0.009009009009009009 1455 0.2119318086698044 64.0 0
1-653 0 0.0 1530 0 24.0 0
1-654 0 0.0 1770 0 43.0 0
1-655 0 0.0 720 0 17.0 0
1-656 0 0.0 945 0 32.0 0
1-657 0 0.0 2490 0 62.0 0
1-658 0 0.0 1005 0 11.0 0
1-659 0 0.0 1290 0 17.0 0
1-660 1 0.0078125 1710 0.2119318086698044 49.0 0
1-661 1 0.00641025641025641 2130 0.2119318086698044 72.0 0
1-662 0 0.0 1230 0 24.0 0
1-663 0 0.0 2100 0 37.0 0
1-664 0 0.0 1665 0 36.0 0
1-665 0 0.0 1470 0 27.0 0
1-666 0 0.0 1500 0 35.0 0
1-667 0 0.0 900 0 27.0 0
1-668 0 0.0 1605 0 35.0 0
1-669 0 0.0 1680 0 24.0 0
1-670 0 0.0 1275 0 15.0 0
1-671 0 0.0 1440 0 13.0 0
1-672 1 0.013513513513513514 900 0.2119318086698044 18.0 0
1-673 0 0.0 1680 0 28.0 0
1-674 1 0.006535947712418301 2085 0.2119318086698044 52.0 0
1-675 1 0.010101010101010102 1275 0.2119318086698044 27.0 0
1-676 1 0.010638297872340425 1200 0.2119318086698044 65.0 0
1-677 0 0.0 1650 0 56.0 0
1-678 0 0.0 1410 0 47.0 0
1-679 1 0.008928571428571428 1470 0.2119318086698044 48.0 0
1-680 0 0.0 1950 0 28.0 0
1-681 1 0.005154639175257732 2700 0.2119318086698044 61.0 0
1-682 1 0.008928571428571428 1470 0.2119318086698044 42.0 0
1-683 1 0.007575757575757576 1770 0.2119318086698044 43.0 0
1-684 0 0.0 1410 0 54.0 0
1-685 0 0.0 2145 0 52.0 0
1-686 1 0.007407407407407408 1815 0.2969742043733701 84.0 0
1-687 1 0.009345794392523364 1395 0.2119318086698044 64.0 0
1-688 1 0.012345679012345678 1005 0.2119318086698044 53.0 0
1-689 1 0.009523809523809525 1365 0.2119318086698044 44.0 0
1-690 0 0.0 1875 0 32.0 0
1-691 0 0.0 1350 0 13.0 0
1-692 0 0.0 1455 0 49.0 0
1-693 1 0.006944444444444444 1950 0.2119318086698044 48.0 0
1-694 1 0.007575757575757576 1770 0.2119318086698044 54.0 0
1-695 0 0.0 2085 0 46.0 0
1-696 5 0.044642857142857144 1530 1.4436146348695584 140.0 0
1-697 0 0.0 1665 0 30.0 0
1-698 0 0.0 1170 0 12.0 0
1-699 0 0.0 1875 0 30.0 0
1-700 0 0.0 1200 0 34.0 0
1-701 1 0.006756756756756757 2010 0.2119318086698044 68.0 0
1-702 1 0.0196078431372549 555 0.2119318086698044 18.0 0
1-703 0 0.0 510 0 9.0 0
1-704 1 0.007575757575757576 1770 0.2119318086698044 27.0 0
1-705 2 0.015625 1725 0.5908549903597556 99.0 0
1-706 0 0.0 1245 0 12.0 0
1-707 0 0.0 1470 0 44.0 0
1-708 0 0.0 1680 0 18.0 0
1-709 1 0.008064516129032258 1650 0.2119318086698044 101.0 0
1-710 0 0.0 1515 0 18.0 0
1-711 1 0.0072992700729927005 1845 0.2119318086698044 50.0 0
1-712 1 0.016666666666666666 690 0.2119318086698044 49.0 0
1-713 0 0.0 1065 0 11.0 0
1-714 0 0.0 1170 0 21.0 0
1-715 0 0.0 870 0 31.0 0
1-716 3 0.06976744186046512 465 0.9373286081240418 41.0 0
1-717 0 0.0 405 0 8.0 0
1-718 1 0.008264462809917356 1605 0.2119318086698044 77.0 0
1-719 0 0.0 1425 0 27.0 0
1-720 1 0.006024096385542169 2280 0.2119318086698044 56.0 0
1-721 0 0.0 1260 0 29.0 0
1-722 1 0.01 1290 0.2119318086698044 84.0 0
1-723 4 0.0547945205479452 930 1.207916277302766 96.0 0
1-724 0 0.0 2940 0 71.0 0
1-725 1 0.010416666666666666 1230 0.3459762562611936 61.0 0
1-726 1 0.009900990099009901 1305 0.2119318086698044 45.0 0
1-727 0 0.0 825 0 9.0 0
1-728 0 0.0 1200 0 22.0 0
1-729 1 0.006211180124223602 2205 0.2119318086698044 60.0 0
1-730 0 0.0 2325 0 48.0 0
1-731 0 0.0 1620 0 30.0 0
1-732 0 0.0 2010 0 37.0 0
1-733 0 0.0 105 0 1.0 0
1-734 0 0.0 90 0 1.0 0
1-737 2 0.04081632653061224 540 0.6076416716531761 77.0 0
1-738 0 0.0 285 0 1.0 0
1-742 0 0.0 900 0 47.0 0
1-743 0 0.0 165 0 1.0 0
1-744 2 0.034482758620689655 675 0.5089060130431745 58.0 0
1-745 0 0.0 885 0 12.0 0
1-746 0 0.0 915 0 29.0 0
1-747 1 0.021739130434782608 480 0.2119318086698044 49.0 0
1-748 0 0.0 1350 0 61.0 0
1-749 0 0.0 930 0 56.0 0
1-750 1 0.005917159763313609 2325 0.2119318086698044 119.0 0
1-751 1 0.0058823529411764705 2340 0.2119318086698044 65.0 0
1-752 1 0.02857142857142857 315 0.2119318086698044 37.0 0
1-753 1 0.01 1290 0.2119318086698044 78.0 0
1-754 0 0.0 945 0 8.0 0
1-755 0 0.0 90 0 3.0 0
1-756 0 0.0 405 0 3.0 0
1-758 0 0.0 930 0 4.0 0
1-759 0 0.0 975 0 13.0 0
1-760 0 0.0 255 0 5.0 0
1-761 0 0.0 2490 0 92.0 0
1-762 1 0.006535947712418301 2085 0.2119318086698044 85.0 0
1-763 0 0.0 1950 0 39.0 0
1-764 0 0.0 1365 0 47.0 0
1-765 0 0.0 810 0 42.0 0
1-766 1 0.01818181818181818 615 0.2119318086698044 36.0 0
1-767 1 0.008928571428571428 1470 0.35295612386476116 49.0 0
1-768 0 0.0 1470 0 44.0 0
1-769 1 0.014925373134328358 795 0.2119318086698044 48.0 0
1-770 0 0.0 2625 0 64.0 0
1-771 0 0.0 1665 0 50.0 0
1-772 0 0.0 1635 0 46.0 0
1-773 0 0.0 2955 0 74.0 0
1-774 1 0.005128205128205128 2715 0.2119318086698044 72.0 0
1-775 1 0.005434782608695652 2550 0.2119318086698044 91.0 0
1-776 0 0.0 1395 0 50.0 0
1-777 0 0.0 2595 0 33.0 0
1-779 1 0.014285714285714285 840 0.2119318086698044 35.0 0
1-780 0 0.0 1320 0 54.0 0
1-781 0 0.0 2430 0 61.0 0
1-782 0 0.0 1485 0 25.0 0
1-783 1 0.005555555555555556 2490 0.2119318086698044 78.0 0
1-784 1 0.00684931506849315 1980 0.2119318086698044 61.0 0
1-785 1 0.00909090909090909 1440 0.2119318086698044 19.0 0
1-786 0 0.0 1500 0 22.0 0
1-787 0 0.0 1860 0 28.0 0
1-788 0 0.0 1725 0 65.0 0
1-789 1 0.007874015748031496 1695 0.2119318086698044 76.0 0
1-790 0 0.0 330 0 4.0 0
1-791 0 0.0 345 0 20.0 0
1-793 1 0.03125 270 0.2710850306818168 34.0 0
1-794 0 0.0 975 0 45.0 0
1-798 0 0.0 1380 0 52.0 0
1-801 0 0.0 330 0 24.0 0
1-803 0 0.0 810 0 17.0 0
1-806 0 0.0 420 0 8.0 0
1-808 0 0.0 660 0 12.0 0
1-813 0 0.0 90 0 2.0 0
1-814 0 0.0 1185 0 15.0 0
1-815 0 0.0 315 0 14.0 0
1-817 0 0.0 45 0 1.0 0
1-819 0 0.0 1185 0 11.0 0
1-820 1 0.007194244604316547 1875 0.2119318086698044 48.0 0
1-822 0 0.0 795 0 39.0 0
1-824 0 0.0 105 0 1.0 0
1-826 0 0.0 1545 0 37.0 0
1-828 0 0.0 195 0 5.0 0
1-829 3 0.2 45 0.9277287542228163 35.0 0
1-834 2 0.01904761904761905 1380 0.5089060130431745 96.0 0
1-838 0 0.0 1065 0 9.0 0
1-842 0 0.0 150 0 1.0 0
1-843 0 0.0 210 0 15.0 0
1-844 0 0.0 390 0 35.0 0
1-845 0 0.0 345 0 2.0 0
1-846 0 0.0 150 0 1.0 0
1-847 0 0.0 45 0 1.0 0
1-859 0 0.0 180 0 3.0 0
1-861 0 0.0 90 0 5.0 0
1-863 0 0.0 810 0 18.0 0
1-867 0 0.0 75 0 1.0 0
1-875 0 0.0 45 0 1.0 0
1-876 0 0.0 30 0 3.0 0
1-877 0 0.0 120 0 1.0 0
1-879 0 0.0 210 0 4.0 0
1-880 0 0.0 60 0 3.0 0
1-881 0 0.0 2280 0 43.0 0
1-894 0 0.0 645 0 6.0 0
1-899 0 0.0 120 0 7.0 0
1-900 0 0.0 1455 0 23.0 0
1-910 0 0.0 645 0 23.0 0
1-912 0 0.0 330 0 5.0 0
1-917 0 0.0 765 0 20.0 0
1-919 0 0.0 180 0 4.0 0
1-922 0 0.0 30 0 1.0 0
1-925 0 0.0 45 0 1.0 0
1-926 0 0.0 1440 0 24.0 0
2-8 8 0.2962962962962963 300 2.0823552457334378 210.0 0
2-51 3 0.10714285714285714 240 0.8121878270261869 141.0 0
2-66 7 0.28 255 1.849623253852059 175.0 0
2-79 0 0.0 60 0 10.0 0
2-101 2 0.08695652173913043 150 0.5106456463736662 75.0 0
2-109 5 0.15151515151515152 345 1.3097798864784937 209.0 0
2-135 1 0.030303030303030304 285 0.28853900817779266 140.0 0
2-146 13 0.19696969696969696 960 3.448622959405806 508.0 0
2-166 1 0.03333333333333333 240 0.24136313830927508 135.0 0
2-168 4 0.07272727272727272 660 1.0150592170452315 345.0 0
2-174 7 0.18421052631578946 450 1.886336047163935 257.0 0
2-180 9 0.15 810 2.3710112495392948 413.0 0
2-190 11 0.171875 900 2.833917043927319 519.0 0
2-195 2 0.047619047619047616 435 0.5112839493289176 227.0 0
2-199 1 0.034482758620689655 225 0.31465798044412485 113.0 0
2-206 4 0.13333333333333333 285 1.0796622876379482 163.0 0
2-215 10 0.1694915254237288 810 2.573291960397437 485.0 0
2-218 12 0.1791044776119403 960 3.1092964448579363 555.0 0
2-230 11 0.18333333333333332 840 2.8503981163399645 523.0 0
2-234 0 0.0 15 0 5.0 0
2-239 11 0.20754716981132076 735 2.9250056731973735 430.0 0
2-240 5 0.1 600 1.2899621949002493 338.0 0
2-246 2 0.05405405405405406 360 0.49831230949415045 200.0 0
2-250 6 0.10526315789473684 720 1.5658765091890965 389.0 0
2-251 1 0.03125 270 0.25694917118487537 130.0 0
2-272 0 0.0 60 0 12.0 0
2-299 7 0.16279069767441862 525 1.795099927604717 336.0 0
2-302 11 0.16417910447761194 945 2.9356028884315517 508.0 0
2-303 11 0.1746031746031746 885 2.8282919742492165 520.0 0
2-307 0 0.0 135 0 31.0 0
2-316 5 0.1111111111111111 525 1.3112330440979152 301.0 0
2-325 0 0.0 210 0 92.0 0
2-333 6 0.125 585 1.6123133388856994 302.0 0
2-336 12 0.18461538461538463 930 3.10319955199171 542.0 0
2-340 6 0.18181818181818182 360 1.5669639540387212 248.0 0
2-341 6 0.11538461538461539 645 1.6023382606274827 355.0 0
2-354 3 0.15 120 0.7915951026482793 76.0 0
2-372 11 0.20754716981132076 735 2.8598874879256257 458.0 0
2-379 4 0.08695652173913043 525 1.0479105707653786 323.0 0
2-400 11 0.19298245614035087 795 2.8343888671154427 442.0 0
2-404 4 0.0975609756097561 450 1.0171373321877533 229.0 0
2-410 10 0.16666666666666666 825 2.6589219997565166 461.0 0
2-415 3 0.07692307692307693 405 0.7767021554857502 195.0 0
2-435 2 0.05128205128205128 390 0.5579152617523895 187.0 0
2-437 7 0.175 480 1.8063626101229193 307.0 0
2-441 9 0.15789473684210525 765 2.308157187866176 459.0 0
2-443 11 0.1896551724137931 810 2.870970915938416 477.0 0
2-445 10 0.18867924528301888 720 2.5590094661848255 446.0 0
2-448 4 0.08888888888888889 510 1.0045933261209274 309.0 0
2-450 7 0.12280701754385964 735 1.8118294268710826 441.0 0
2-475 3 0.125 180 0.758110045860356 86.0 0
2-479 9 0.23076923076923078 495 2.312076272531554 346.0 0
2-485 2 0.06666666666666667 255 0.5112839493289176 125.0 0
2-491 2 0.034482758620689655 675 0.5050251765830391 354.0 0
2-492 1 0.03333333333333333 240 0.24136313830927508 112.0 0
2-494 0 0.0 30 0 20.0 0
2-496 5 0.13513513513513514 405 1.2391881108297906 251.0 0
2-497 7 0.1320754716981132 675 1.9017399155034325 378.0 0
2-500 12 0.18461538461538463 930 3.122456052105112 538.0 0
2-524 9 0.1875 630 2.3704230117037426 346.0 0
2-537 8 0.14814814814814814 705 2.031716267631386 390.0 0
2-538 8 0.12307692307692308 870 2.0401389782589985 488.0 0
2-540 13 0.20634920634920634 915 3.413844702260251 542.0 0
2-541 5 0.1388888888888889 390 1.2714721103317954 222.0 0
2-542 7 0.1346153846153846 660 1.7777531269585727 401.0 0
2-543 6 0.17142857142857143 390 1.528210612329361 240.0 0
2-544 8 0.23529411764705882 405 2.0908582795716377 274.0 0
2-547 13 0.34210526315789475 540 3.4164590953010845 365.0 0
2-795 4 0.09523809523809523 465 1.0653349091737487 277.0 0
